id,playtime_forever,is_free,price,genres,categories,tags,purchase_date,release_date,total_positive_reviews,total_negative_reviews
155,0.1,FALSE,3200,"Action,Adventure,Casual,Indie,RPG,Strategy","Single-player,Steam Trading Cards,Captions available,Steam Cloud","RPG,Indie,Retro,Adventure,Text-Based,Rogue-like,Great Soundtrack,Dungeon Crawler,Rogue-lite,Strategy,Loot,Action,Casual,Strategy RPG,Singleplayer,Turn-Based,Funny",2018/6/21,2015/2/13,798,52
156,0,TRUE,0,"Violent,Gore,Adventure,Casual,Free to Play,Indie","Single-player,Steam Achievements","Free to Play,Horror,Adventure,Point & Click,Gore,Casual,Indie,Violent,Isometric,Sci-fi,Singleplayer,Female Protagonist,2D,Atmospheric,Fantasy,Dark Fantasy,Post-apocalyptic,Retro,2.5D,Story Rich",2019/7/18,2017/1/24,351,91
157,0.2,TRUE,0,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Simulation","Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Trading Cards,Steam Workshop,In-App Purchases","Free to Play,Survival,Multiplayer,Open World,Building,Sandbox,Crafting,Adventure,First-Person,Co-op,Action,Massively Multiplayer,Singleplayer,RPG,Indie,Casual,Simulation,Early Access,Voxel,Zombies",2018/1/19,2017/5/8,1719,310
158,3.233333333,FALSE,6800,"Action,RPG","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Commentary available","Cyberpunk,Stealth,RPG,Sci-fi,FPS,Action,Singleplayer,Story Rich,Great Soundtrack,Transhumanism,Dystopian,First-Person,Masterpiece,Atmospheric,Adventure,Inventory Management,Shooter,Futuristic,Replay Value,Open World",2017/6/23,2013/10/25,11486,1087
159,0,FALSE,6800,Action,"Single-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards","Action,Destruction,Third Person,Sci-fi,Third-Person Shooter,Singleplayer,Shooter,Co-op,Mars,Aliens,Multiplayer,Adventure,Linear,FPS,Masterpiece,Horror,Open World",2018/1/30,2011/6/9,1293,547
160,12.76666667,FALSE,6800,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Post-apocalyptic,Atmospheric,FPS,Action,Story Rich,Singleplayer,Horror,First-Person,Shooter,Stealth,Based On A Novel,Survival Horror,Adventure,Survival,Remake,Masterpiece,Gore,Mature,Classic,Multiplayer",2017/6/12,2014/8/27,25689,6151
161,10,FALSE,15800,"Action,Adventure","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Sniper,Shooter,World War II,Stealth,Multiplayer,Action,Co-op,War,Open World,Singleplayer,Third-Person Shooter,Adventure,Third Person,FPS,Gore,Tactical,Strategy,Violent,Atmospheric,Nudity",2017/11/22,2017/2/13,11102,1788
162,0,FALSE,2200,"Adventure,Indie","Single-player,Steam Achievements","Adventure,Indie,Point & Click,Female Protagonist,Story Rich,Psychological,Atmospheric,Great Soundtrack,Horror,Psychological Horror,Visual Novel,Survival Horror,2D,Short",2018/9/16,2017/6/2,340,40
163,51.28333333,FALSE,3600,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Sandbox,Survival,2D,Adventure,Multiplayer,Crafting,Building,Pixel Graphics,Exploration,Co-op,Open World,Indie,Action,Online Co-Op,RPG,Singleplayer,Platformer,Replay Value,Atmospheric,Family Friendly",2017/5/28,2011/5/16,221277,6414
164,0,FALSE,13800,"Action,Adventure,Indie,Massively Multiplayer,RPG,Strategy","Multi-player,Co-op,Steam Workshop,Partial Controller Support,Stats,Steam Leaderboards,Includes level editor","Free to Play,Survival,Dinosaurs,Multiplayer,Open World,Action,Adventure,Massively Multiplayer,Early Access,PvP,Dragons,Crafting,RPG,First-Person,Strategy,Singleplayer,Exploration,FPS,Sandbox,Indie",2019/6/15,2017/8/29,1232,721
165,0,FALSE,4800,"Action,Indie","Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","FPS,Cyberpunk,Action,Sci-fi,Shooter,Indie,Singleplayer,First-Person,Dystopian,Robots,Difficult,3D Vision,Old School,Atmospheric",2017/9/23,2012/7/12,2492,498
166,0,FALSE,3100,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,Puzzle,Point & Click",2018/4/21,2017/3/7,84,26
167,24.93333333,TRUE,0,"Adventure,Casual,Free to Play,Indie,RPG,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,In-App Purchases,Steam Cloud,Stats","Clicker,Free to Play,Singleplayer,Casual,2D,Indie,Funny,Addictive,RPG,Adventure,Fantasy,Family Friendly,Strategy,Simulation,Multiplayer,Touch-Friendly,Action,Management,Illuminati,Co-op",2015/9/17,2015/5/13,785,84
168,1.766666667,FALSE,12500,"Action,Adventure,RPG","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Story Rich,Action,Beat 'em up,Great Soundtrack,Open World,Crime,RPG,Violent,Minigames,Mature,Funny,Singleplayer,Adventure,Sexual Content,Comedy,Drama,Third Person,Atmospheric,Anime,Dating Sim",2018/10/28,2018/8/1,9255,1135
169,0.5,FALSE,16900,"RPG,Strategy","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","RPG,Strategy,RTS,Fantasy,Singleplayer,Multiplayer,Atmospheric,Open World,Great Soundtrack,Co-op,Adventure,Character Customization,Isometric,CRPG,Story Rich,Nudity,Building,Action",2018/10/30,2017/12/7,1544,634
170,2.5,FALSE,2600,"Casual,Indie,Strategy","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Relaxing,Strategy,City Builder,Indie,Building,Puzzle,Minimalist,Beautiful,Singleplayer,Atmospheric,Addictive,Colorful,Score Attack,Replay Value,Procedural Generation,3D,Turn-Based Strategy,Top-Down,Exploration,Turn-Based",2019/4/9,2019/4/4,4245,255
171,0,FALSE,12500,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Action,Post-apocalyptic,Story Rich,Singleplayer,Hack and Slash,Third Person,Action-Adventure,Sci-fi,Atmospheric,Robots,Platformer,Great Soundtrack,Parkour,Masterpiece,Female Protagonist,3D Platformer,Controller,3D Vision,Linear",2018/7/2,2013/10/24,2807,469
172,0,FALSE,13400,"Simulation,Strategy","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Strategy,RTS,Villain Protagonist,Fantasy,Simulation,Management,Comedy,Base Building,Economy,Multiplayer,RPG,Co-op,Funny,Dungeon Crawler,Female Protagonist,Dark Humor,God Game,Memes,Online Co-Op,Tower Defense",2019/6/27,2017/10/13,6992,423
173,1.75,FALSE,5000,Adventure,"Single-player,Steam Achievements,Full controller support","Adventure,Detective,Story Rich,Episodic,Point & Click,Noir,Mature,Comic Book,Singleplayer,Choose Your Own Adventure,Atmospheric,Mystery,Dark,Cinematic,Masterpiece,Fantasy,Quick-Time Events,Great Soundtrack,Nudity,Cartoony",2018/2/5,2013/10/11,17278,445
174,0,FALSE,6800,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,First-Person,Exploration,Parkour,Singleplayer,Indie,Open World,Great Soundtrack,Atmospheric,Action,Sci-fi,Walking Simulator,3D Platformer,Story Rich,Horror,Short,Magic,Platformer,Survival",2017/10/19,2016/8/24,4075,397
175,0,FALSE,6800,"Adventure,RPG,Strategy","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Trading Cards","RPG,Fantasy,Isometric,Adventure,Classic,Party-Based RPG,Dungeons & Dragons,Strategy,CRPG,Real-Time with Pause,Story Rich,Singleplayer,Character Customization,Co-op,Great Soundtrack,Old School,Multiplayer,Magic,Medieval,Atmospheric",2018/6/3,2014/10/30,754,130
176,0,FALSE,12900,RPG,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Open World,RPG,Adventure,Singleplayer,Fantasy,Dragons,Character Customization,Moddable,Story Rich,Magic,First-Person,Atmospheric,Action,Great Soundtrack,Third Person,Stealth,Classic,Remake,Female Protagonist,Walking Simulator",2019/6/27,2016/10/27,15695,2645
177,0.083333333,FALSE,3600,"Indie,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","RPG,Indie,Hack and Slash,Co-op,Level Editor,Dragons,Local Co-Op,Multiplayer,Action RPG,Fantasy,Split Screen,Adventure,Action,Loot,Singleplayer,Early Access,Dungeon Crawler,Online Co-Op,Isometric",2016/11/28,2014/12/4,757,195
178,0,FALSE,3600,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Captions available","Indie,Pixel Graphics,Point & Click,Sci-fi,Adventure,Story Rich,Difficult,Dark,Choices Matter,Singleplayer,Thriller,Puzzle,Strategy,Survival,Atmospheric,Resource Management,Masterpiece,2D,Gore,Great Soundtrack",2017/6/28,2014/7/24,1261,497
179,0.05,FALSE,8800,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Cyberpunk,Psychological Horror,Horror,Atmospheric,Sci-fi,Story Rich,First-Person,Adventure,Walking Simulator,Dystopian,Singleplayer,Violent,Detective,Futuristic,Indie,Dark,Gore,Stealth,Nudity,Survival",2017/12/7,2017/8/15,2209,475
180,0,FALSE,9900,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Sci-fi,Space,Singleplayer,Atmospheric,Horror,FPS,Action,First-Person,Story Rich,Exploration,Aliens,Futuristic,Open World,Survival Horror,Adventure,Stealth,Psychological Horror,RPG,Immersive Sim,Great Soundtrack",2019/7/20,2017/5/4,12537,1746
181,0.333333333,FALSE,5700,"Indie,Simulation,Strategy","Single-player,Local Multi-Player,Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support","Strategy,Indie,Pixel Graphics,Simulation,Political,Action,2D,RTS,Historical,Multiplayer,Early Access,Violent",2017/12/7,2019/2/12,514,222
182,0,FALSE,6400,"Action,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud,Commentary available","FPS,Story Rich,Atmospheric,Singleplayer,Action,Horror,First-Person,Shooter,Dystopian,Underwater,RPG,Sci-fi,Steampunk,Dark,Remake,Adventure,Classic,Great Soundtrack,Alternate History,Choices Matter",2018/3/28,2016/9/15,7687,4014
183,14.43333333,FALSE,5400,"Action,Adventure,Indie","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Pixel Graphics,Rogue-like,Action,Dungeon Crawler,Adventure,Magic,Local Co-Op,Indie,Rogue-lite,Multiplayer,Hack and Slash,Difficult,2D,Local Multiplayer,Co-op,Procedural Generation,Singleplayer,RPG,Fast-Paced,Great Soundtrack",2018/7/21,2018/5/15,4526,480
184,0,FALSE,12900,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Stealth,First-Person,Action,Assassin,Singleplayer,Steampunk,Atmospheric,Story Rich,Female Protagonist,Magic,Parkour,Supernatural,Open World,Adventure,Great Soundtrack,Exploration,Gore,Heist,Dystopian,Immersive Sim",2019/7/24,2016/11/11,12554,2868
185,0.833333333,FALSE,12700,RPG,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Open World,RPG,Story Rich,Atmospheric,Mature,Fantasy,Adventure,Singleplayer,Choices Matter,Masterpiece,Nudity,Great Soundtrack,Third Person,Action,Medieval,Multiple Endings,Action RPG,Dark Fantasy,Magic,Dark",2019/2/10,2015/5/18,210988,4982
186,4.216666667,FALSE,4800,"Adventure,Indie","Single-player,Steam Trading Cards,Captions available","Visual Novel,Indie,Adventure,Detective,Story Rich,Mystery,Comedy,Singleplayer,Multiple Endings,Hand-drawn,2D,Choices Matter,Great Soundtrack,Historical",2018/6/21,2015/12/21,683,38
187,0.033333333,FALSE,9900,RPG,Single-player,"RPG,Fantasy,Story Rich,Multiple Endings,Singleplayer,Adventure,Masterpiece,Choices Matter,Real-Time with Pause,Atmospheric,Character Customization,Dark Fantasy,Tactical,Party-Based RPG,Open World,Dragons,Romance,Third Person,Action,Female Protagonist",2017/6/23,2009/11/5,5559,416
188,0,FALSE,6700,"Action,Adventure","Single-player,Multi-player,Partial Controller Support,Valve Anti-Cheat enabled","Action,Third-Person Shooter,Adventure,Mechs,Sci-fi,Shooter,Third Person,Robots,Atmospheric,Multiplayer,Masterpiece,Aliens",2018/6/22,2007/6/26,453,160
189,0.6,FALSE,4800,"Action,Adventure,Indie,RPG","Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Cute,Adventure,Indie,Platformer,2D,Action,RPG,Metroidvania,Funny,Singleplayer,Exploration,Great Soundtrack,Story Rich,Puzzle,Open World,Hand-drawn,Family Friendly,Pixel Graphics,Colorful,Difficult",2018/5/14,2016/9/29,1372,69
190,0.983333333,FALSE,17000,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Cloud","Stealth,First-Person,Steampunk,Action,Assassin,Singleplayer,Atmospheric,Story Rich,Adventure,Multiple Endings,Dark,Magic,Dystopian,FPS,RPG,Replay Value,Fantasy,Masterpiece,Open World,Shooter",2017/6/23,2012/10/8,31993,1058
191,0.2,FALSE,1500,"Adventure,Casual,Indie",Single-player,"Indie,Short,Surreal,Funny,Casual,Psychological Horror,Adventure,Nudity,Puzzle,Singleplayer,Horror,Story Rich,Point & Click,Action,Illuminati,Memes,Psychological,Sexual Content,Masterpiece,Open World",2017/10/28,2015/3/5,2809,492
192,6.316666667,FALSE,20800,"Action,Adventure","Single-player,Steam Trading Cards,Partial Controller Support","Open World,Survival,Action,Adventure,Hunting,First-Person,Singleplayer,Crafting,Exploration,FPS,Stealth,Atmospheric,Shooter,Mature,Sandbox,Action RPG,RPG,Co-op,Strategy,Online Co-Op",2018/11/9,2016/2/29,8351,2488
193,0,FALSE,5800,"Adventure,Indie,RPG,Strategy","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled","Board Game,Turn-Based Strategy,Multiplayer,Strategy,Card Game,Fantasy,Indie,Dark Fantasy,Adventure,Hex Grid,Turn-Based,RPG,Great Soundtrack,Tactical RPG,Cute,Singleplayer,Multiple Endings,Grand Strategy,Kickstarter,Benchmark",2018/8/6,2015/9/1,5683,1359
194,0,FALSE,6800,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Detective,Atmospheric,Mystery,Walking Simulator,Exploration,First-Person,Adventure,Horror,Singleplayer,Story Rich,Supernatural,Puzzle,Lovecraftian,Indie,Open World,Great Soundtrack,Short,Psychological Horror,Masterpiece,Beautiful",2017/10/28,2014/9/25,5338,699
195,2.116666667,FALSE,3500,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Atmospheric,Story Rich,Walking Simulator,Mystery,First-Person,Singleplayer,Exploration,Open World,Great Soundtrack,Indie,Short,Comedy,Funny,Drama,Colorful,Mature,Thriller,Horror,Casual",2017/10/25,2016/2/9,32156,5298
196,2.633333333,FALSE,8800,Action,"Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","FPS,Multiplayer,Tactical,Shooter,Team-Based,Action,First-Person,Competitive,Co-op,Strategy,Realistic,Online Co-Op,Destruction,Physics,Atmospheric,Psychological Horror,Massively Multiplayer,Singleplayer,Casual,Simulation",2017/12/22,2015/12/1,249706,50297
197,92.63333333,FALSE,13300,"Adventure,RPG,Strategy","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor","RPG,Story Rich,Turn-Based,Co-op,Fantasy,Character Customization,Open World,Adventure,Turn-Based Combat,Strategy,Multiplayer,Singleplayer,CRPG,Great Soundtrack,Turn-Based Tactics,Party-Based RPG,Atmospheric,Isometric,Indie,Female Protagonist",2017/12/4,2017/9/14,47530,2488
198,0,TRUE,0,"Adventure,Indie,RPG,Strategy","Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud","RPG,Post-apocalyptic,Turn-Based,Strategy,Tactical,Adventure,Isometric,Singleplayer,Kickstarter,CRPG,Open World,Indie,Turn-Based Strategy,Sci-fi,Crowdfunded,Survival,Atmospheric,Exploration,Old School,Early Access",2017/6/23,2014/9/18,3578,762
199,0,FALSE,6800,"Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Indie,Stealth,Post-apocalyptic,Adventure,2D,Side Scroller,Difficult,Point & Click,Open World,2.5D,Platformer,Rogue-like",2018/7/18,2014/11/14,41729,2399
200,0,TRUE,0,"Adventure,Free to Play",Single-player,"Free to Play,Adventure,VR",2019/8/11,2018/11/13,0,0
201,0,FALSE,7000,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Puzzle,Psychological Horror,Visual Novel,Story Rich,Mystery,Choices Matter,Anime,Adventure,Horror,Sci-fi,Singleplayer,Great Soundtrack,Mature,Multiple Endings,Gore,Thriller,Atmospheric,Point & Click,Dark,Violent",2019/8/11,2016/6/29,1422,154
202,1.166666667,FALSE,5000,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Mythology,Action,Indie,Female Protagonist,Hand-drawn,Difficult,Atmospheric,Singleplayer,Exploration,Great Soundtrack,2D,Isometric,Fantasy,Kickstarter,Controller,Story Rich,RPG,Action-Adventure,Souls-like",2016/11/13,2015/9/29,1202,296
203,1.25,FALSE,4800,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Strategy,Pixel Graphics,Survival,Indie,Base Building,Singleplayer,Tower Defense,2D,Building,Simulation,Medieval,Exploration,Adventure,Fantasy,Atmospheric,Great Soundtrack,Side Scroller,Rogue-like,Casual,Open World",2017/4/11,2016/8/9,4058,560
204,1.4,FALSE,8000,"Adventure,Indie,Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Survival,Open World,Exploration,Atmospheric,First-Person,Singleplayer,Adventure,Crafting,Sandbox,Simulation,Post-apocalyptic,Indie,Walking Simulator,Survival Horror,Early Access,Strategy,Action,Difficult,Horror,Female Protagonist",2017/12/22,2017/8/1,43758,4142
205,0.016666667,TRUE,0,"Action,Free to Play","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Free to Play,Action,Co-op,Multiplayer,Third-Person Shooter,Sci-fi,Ninja,Shooter,Parkour,Space,Online Co-Op,Futuristic,Third Person,Massively Multiplayer,PvE,RPG,Hack and Slash,Singleplayer,FPS,Cyberpunk",2015/8/3,2013/3/25,2713,332
206,0.316666667,FALSE,6000,"Violent,Gore,Action,Indie,RPG","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","Souls-like,Metroidvania,Difficult,RPG,Dark Fantasy,2D,Action,Platformer,Indie,Gore,Atmospheric,Local Co-Op,Dark,Side Scroller,Action RPG,Co-op,Singleplayer,Adventure,Violent,Horror",2017/12/22,2016/5/17,6989,638
207,0,FALSE,3600,RPG,"Single-player,Multi-player,Online Multi-Player,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards,Partial Controller Support","RPG,Open World,Fantasy,Third Person,Singleplayer,Multiplayer,Adventure,Action,Medieval,Action RPG,Story Rich,Character Customization,Masterpiece,Dark Fantasy,Magic,Hack and Slash,Co-op",2018/6/12,2009/4/30,1220,486
208,7.4,FALSE,9000,"Adventure,Indie","Single-player,Online Co-op,Full controller support","Open World,Survival,Space,Multiplayer,Exploration,Sandbox,Base Building,Co-op,Building,Adventure,Crafting,Sci-fi,Early Access,Third Person,Atmospheric,Singleplayer,Colorful,Great Soundtrack,Indie,Voxel",2017/10/15,2019/2/5,29499,4930
209,2.7,FALSE,7000,"Action,Adventure,Indie,Simulation","Single-player,Multi-player,Co-op,Partial Controller Support,Steam Cloud","Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Simulation,Singleplayer,Indie,Realistic,Gore,Early Access,Masterpiece,Zombies",2017/12/9,2018/4/30,102948,8055
210,0,FALSE,5000,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Point & Click,Mystery,Singleplayer,Puzzle,Dark",2019/4/25,2016/11/10,141,28
211,0,FALSE,11600,"Action,Strategy","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Cross-Platform Multiplayer,Steam Achievements","Strategy,RTS,Multiplayer,Space,Base Building,Robots,Sci-fi,War,Action,Co-op,Building,Singleplayer,Grand Strategy,Open World,Futuristic,Mechs,Destruction,Indie,Great Soundtrack,Casual",2019/7/8,2015/8/18,4711,1142
212,4.183333333,FALSE,6800,"Action,Adventure,Casual,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Relaxing,Atmospheric,Underwater,Exploration,Great Soundtrack,Adventure,Singleplayer,Casual,Colorful,Indie,Fantasy,Family Friendly,Short,Story Rich,Open World,Simulation,Third Person,Beautiful,Walking Simulator,Controller",2017/4/4,2016/8/2,12903,992
213,11.51666667,FALSE,3700,"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases","Co-op,Action,FPS,Heist,Online Co-Op,Stealth,Multiplayer,Crime,Shooter,Team-Based,First-Person,Great Soundtrack,Gun Customization,Tactical,PvE,Strategy,Singleplayer,Simulation,Funny,Adventure",2016/10/14,2013/8/13,193310,34095
214,6.3,FALSE,11800,"Action,Sports","Single-player,Online Multi-Player,Steam Trading Cards,In-App Purchases,Partial Controller Support","Sports,Open World,Multiplayer,Action,Simulation,Atmospheric,Exploration,Great Soundtrack,Adventure,First-Person,Racing,Singleplayer,Co-op,Third Person,Realistic,Sandbox,Casual,VR,Snowboarding,Massively Multiplayer",2018/11/26,2016/12/2,7796,2533
215,0,FALSE,3600,"Action,Indie","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Partial Controller Support,Includes level editor","Action,FPS,Co-op,Comedy,Multiplayer,Shooter,First-Person,Gore,Funny,Classic,Adventure,Singleplayer,Indie,Sci-fi,Masterpiece,Online Co-Op,Colorful,Great Soundtrack,Atmospheric,Open World",2017/6/28,2012/1/31,4692,614
216,0.15,FALSE,4000,"RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Strategy,RPG,Fantasy,Story Rich,Atmospheric,Mythology,Choose Your Own Adventure,Difficult,Cult Classic,Interactive Fiction,Classic,Adventure,Retro,Remake,Medieval,Board Game,1980s,1990's,Choices Matter",2018/3/22,2015/7/28,177,51
217,0,FALSE,6800,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Point & Click,Comedy,Singleplayer,Story Rich,Time Travel,Funny,Puzzle,Indie,Great Soundtrack,Masterpiece,2D,Steampunk,Classic,Hand-drawn,Dark Humor,1990's,Retro,Cult Classic",2018/4/21,2016/3/1,1238,200
218,9.883333333,FALSE,6900,"Massively Multiplayer,RPG","MMO,Steam Trading Cards,Partial Controller Support","RPG,MMORPG,Open World,Massively Multiplayer,Fantasy,Multiplayer,Adventure,First-Person,Exploration,Story Rich,Third Person,Action,Magic,Co-op,Atmospheric,Great Soundtrack,Action RPG,Singleplayer,Masterpiece,Sandbox",2017/8/24,2017/5/22,32155,9237
219,0.416666667,FALSE,2600,"Action,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Gore,Violent,Action,Dark,Mature,Shooter,Indie,Isometric,Singleplayer,Villain Protagonist,Twin Stick Shooter,Open World,Psychological Horror,Horror,Third-Person Shooter,Dark Humor,Top-Down Shooter,Survival,Difficult,Masterpiece",2019/6/28,2015/6/1,4898,1410
220,9.683333333,FALSE,15999900,"Action,Adventure","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Action,Female Protagonist,Third Person,Lara Croft,Singleplayer,Third-Person Shooter,Story Rich,Exploration,Multiplayer,Quick-Time Events,Atmospheric,Action-Adventure,Shooter,Stealth,Puzzle,Cinematic,Platformer,Masterpiece,RPG",2017/10/2,2013/3/4,77254,3407
221,31.98333333,FALSE,5000,"Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","RPG,Turn-Based,Turn-Based Combat,Indie,Choices Matter,Post-apocalyptic,Story Rich,Tactical,Isometric,Fantasy,Singleplayer,CRPG,Alternate History,Difficult,Rome,Atmospheric,Dark Fantasy,Early Access,Adventure,Open World",2017/3/3,2015/10/14,1651,382
222,7.516666667,FALSE,18500,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Detective,Adventure,Story Rich,Mystery,Action,Crime,Puzzle,Open World,Singleplayer,Atmospheric,Third Person,Psychological Horror,Horror,Point & Click,Masterpiece,Thriller,Multiplayer,First-Person,Great Soundtrack,Casual",2018/3/25,2016/6/10,1849,644
223,0,FALSE,9500,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","FPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,Alternate History,Beautiful,Adventure,Great Soundtrack,Dystopian,Sci-fi,Time Travel,Fantasy,Gore,Linear,RPG",2018/3/28,2013/3/25,58815,2879
224,0,FALSE,7000,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Horror,First-Person,Atmospheric,Survival Horror,Gore,Survival,Psychological Horror,Singleplayer,Adventure,Action,Dark,Indie,Stealth,Nudity,Parkour,Difficult,Masterpiece,3D Vision,Walking Simulator,Sci-fi",2018/3/28,2013/9/4,30160,1226
225,3.033333333,TRUE,0,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Story Rich,Choices Matter,Great Soundtrack,Female Protagonist,Time Travel,Atmospheric,Episodic,Singleplayer,Adventure,Time Manipulation,Mystery,Multiple Endings,Third Person,Point & Click,Indie,Walking Simulator,Casual,Action,Memes,Masterpiece",2016/9/21,2015/1/29,86653,2667
226,4.766666667,FALSE,13800,"Action,Adventure,Indie,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,VR Support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Early Access,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie",2019/6/15,2017/8/27,128486,53081
